"name","final"
"image_0148.jpg",0
"image_0213.jpg",1
"image_0230.jpg",1
"image_0243.jpg",1
"image_0260.jpg",1
"image_0267.jpg",1
"image_0269.jpg",1
"image_0305.jpg",1
"image_0309.jpg",0
"image_0318.jpg",1
"image_0344.jpg",1
"image_0356.jpg",1
"image_0359.jpg",1
"image_0365.jpg",1
"image_0387.jpg",1
"image_0015.jpg",1
"image_0023.jpg",0
"image_0052.jpg",0
"image_0064.jpg",0
"image_0100.jpg",0
"image_0101.jpg",0
"image_0109.jpg",0
"image_0122.jpg",0
"image_0176.jpg",0
"image_0270.jpg",0
"image_0317.jpg",0
"image_0329.jpg",0
"image_0368.jpg",0
"image_0385.jpg",0
"image_0121.jpg",0
"image_0249.jpg",0
"image_0289.jpg",1
"image_0323.jpg",1
"image_0325.jpg",1
"image_0008.jpg",1
"image_0040.jpg",1
"image_0087.jpg",0
"image_0116.jpg",0
"image_0157.jpg",1
"image_0173.jpg",1
"image_0175.jpg",0
"image_0191.jpg",0
"image_0194.jpg",1
"image_0223.jpg",1
"image_0253.jpg",1
"image_0281.jpg",1
"image_0294.jpg",1
"image_0034.jpg",0
"image_0091.jpg",0
"image_0112.jpg",0
"image_0162.jpg",0
"image_0174.jpg",0
"image_0190.jpg",0
"image_0235.jpg",0
"image_0244.jpg",0
"image_0293.jpg",1
"image_0326.jpg",0
"image_0334.jpg",1
"image_0358.jpg",0
"image_0400.jpg",0
"image_0404.jpg",0
"image_0013.jpg",1
"image_0078.jpg",0
"image_0161.jpg",0
"image_0203.jpg",1
"image_0214.jpg",1
"image_0215.jpg",0
"image_0216.jpg",1
"image_0268.jpg",1
"image_0302.jpg",1
"image_0396.jpg",1
"image_0397.jpg",1
"image_0423.jpg",1
"image_0432.jpg",0
"image_0006.jpg",0
"image_0016.jpg",0
"image_0115.jpg",0
"image_0117.jpg",0
"image_0183.jpg",0
"image_0198.jpg",0
"image_0205.jpg",0
"image_0227.jpg",1
"image_0251.jpg",0
"image_0262.jpg",0
"image_0291.jpg",0
"image_0330.jpg",0
"image_0346.jpg",1
"image_0357.jpg",0
"image_0375.jpg",0
"image_0391.jpg",1
"image_0425.jpg",0
"image_0105.jpg",0
"image_0158.jpg",0
"image_0311.jpg",0
"image_0398.jpg",0
"image_0201.jpg",0
"image_0225.jpg",1
"image_0273.jpg",1
"image_0285.jpg",1
"image_0319.jpg",0
"image_0418.jpg",1
"image_0427.jpg",1
"image_0041.jpg",0
"image_0076.jpg",0
"image_0147.jpg",0
"image_0234.jpg",1
"image_0257.jpg",1
"image_0301.jpg",1
"image_0316.jpg",1
"image_0361.jpg",1
"image_0370.jpg",1
"image_0389.jpg",0
"image_0014.jpg",0
"image_0024.jpg",1
"image_0026.jpg",0
"image_0033.jpg",0
"image_0184.jpg",0
"image_0242.jpg",1
"image_0284.jpg",1
"image_0304.jpg",0
"image_0340.jpg",0
"image_0373.jpg",0
"image_0414.jpg",0
"image_0050.jpg",0
"image_0200.jpg",0
"image_0288.jpg",0
"image_0298.jpg",0
"image_0338.jpg",0
"image_0348.jpg",0
"image_0349.jpg",0
"image_0393.jpg",1
"image_0399.jpg",0
"image_0430.jpg",0
"image_0005.jpg",1
"image_0032.jpg",1
"image_0057.jpg",1
"image_0090.jpg",1
"image_0092.jpg",1
"image_0141.jpg",1
"image_0261.jpg",0
"image_0022.jpg",0
"image_0130.jpg",0
"image_0132.jpg",0
"image_0163.jpg",0
"image_0187.jpg",0
"image_0238.jpg",0
"image_0248.jpg",0
"image_0259.jpg",1
"image_0415.jpg",1
"image_0009.jpg",0
"image_0123.jpg",0
"image_0145.jpg",1
"image_0177.jpg",0
"image_0188.jpg",0
"image_0206.jpg",0
"image_0221.jpg",0
"image_0246.jpg",0
"image_0287.jpg",0
"image_0363.jpg",1
"image_0394.jpg",0
"image_0411.jpg",0
"image_0068.jpg",1
"image_0169.jpg",1
"image_0196.jpg",1
"image_0337.jpg",1
"image_0029.jpg",1
"image_0049.jpg",1
"image_0133.jpg",1
"image_0160.jpg",1
"image_0236.jpg",1
"image_0354.jpg",1
"image_0410.jpg",1
"image_0419.jpg",1
"image_0086.jpg",1
"image_0422.jpg",1
"image_0053.jpg",1
"image_0088.jpg",1
"image_0114.jpg",1
"image_0119.jpg",0
"image_0180.jpg",1
"image_0278.jpg",1
"image_0336.jpg",1
"image_0388.jpg",1
"image_0413.jpg",1
"image_0039.jpg",1
"image_0045.jpg",0
"image_0056.jpg",1
"image_0070.jpg",1
"image_0142.jpg",0
"image_0144.jpg",1
"image_0156.jpg",1
"image_0219.jpg",1
"image_0300.jpg",1
"image_0321.jpg",1
"image_0001.jpg",1
"image_0021.jpg",1
"image_0054.jpg",0
"image_0079.jpg",1
"image_0241.jpg",1
"image_0250.jpg",0
"image_0320.jpg",0
"image_0369.jpg",0
"image_0408.jpg",0
"image_0007.jpg",0
"image_0018.jpg",0
"image_0062.jpg",1
"image_0098.jpg",1
"image_0164.jpg",1
"image_0171.jpg",1
"image_0195.jpg",1
"image_0209.jpg",1
"image_0220.jpg",1
"image_0266.jpg",1
"image_0308.jpg",0
"image_0312.jpg",1
"image_0376.jpg",1
"image_0380.jpg",1
"image_0395.jpg",0
"image_0435.jpg",1
